TXNAME	GENEID	tissue_site_detail	total_full_counts
BambuTx2532	BambuGene83173	Heart - Atrial Appendage	0
BambuTx2532	BambuGene83173	Heart - Left Ventricle	1
BambuTx2532	BambuGene83173	Liver	0
BambuTx2532	BambuGene83173	Lung	0
BambuTx2532	BambuGene83173	Muscle - Skeletal	2
BambuTx2533	BambuGene83522	Brain - Cerebellar Hemisphere	0
BambuTx2533	BambuGene83522	Brain - Frontal Cortex (BA9)	0
BambuTx2533	BambuGene83522	Brain - Putamen (basal ganglia)	0
BambuTx2533	BambuGene83522	Cells - Cultured fibroblasts	0
BambuTx2533	BambuGene83522	Heart - Atrial Appendage	0
BambuTx2533	BambuGene83522	Heart - Left Ventricle	0
BambuTx2533	BambuGene83522	Liver	0
BambuTx2533	BambuGene83522	Lung	0
BambuTx2533	BambuGene83522	Muscle - Skeletal	0
BambuTx2534	ENSG00000259520	Brain - Cerebellar Hemisphere	2
BambuTx2534	ENSG00000259520	Brain - Frontal Cortex (BA9)	0
BambuTx2534	ENSG00000259520	Brain - Putamen (basal ganglia)	0
BambuTx2534	ENSG00000259520	Cells - Cultured fibroblasts	7
BambuTx2534	ENSG00000259520	Heart - Atrial Appendage	1
BambuTx2534	ENSG00000259520	Heart - Left Ventricle	0
BambuTx2534	ENSG00000259520	Liver	0
BambuTx2534	ENSG00000259520	Lung	4
BambuTx2534	ENSG00000259520	Muscle - Skeletal	5
BambuTx2535	BambuGene84814	Brain - Cerebellar Hemisphere	0
BambuTx2535	BambuGene84814	Brain - Frontal Cortex (BA9)	0
BambuTx2535	BambuGene84814	Brain - Putamen (basal ganglia)	0
BambuTx2535	BambuGene84814	Cells - Cultured fibroblasts	1
BambuTx2535	BambuGene84814	Heart - Atrial Appendage	0
BambuTx2535	BambuGene84814	Heart - Left Ventricle	0
BambuTx2535	BambuGene84814	Liver	0
BambuTx2535	BambuGene84814	Lung	0
BambuTx2535	BambuGene84814	Muscle - Skeletal	0
BambuTx2536	BambuGene85528	Brain - Cerebellar Hemisphere	14
BambuTx2536	BambuGene85528	Brain - Frontal Cortex (BA9)	0
BambuTx2536	BambuGene85528	Brain - Putamen (basal ganglia)	0
BambuTx2536	BambuGene85528	Cells - Cultured fibroblasts	3
BambuTx2536	BambuGene85528	Heart - Atrial Appendage	2
BambuTx2536	BambuGene85528	Heart - Left Ventricle	1
BambuTx2536	BambuGene85528	Liver	0
BambuTx2536	BambuGene85528	Lung	3
BambuTx2536	BambuGene85528	Muscle - Skeletal	1
BambuTx2537	BambuGene87981	Brain - Cerebellar Hemisphere	0
BambuTx2537	BambuGene87981	Brain - Frontal Cortex (BA9)	0
BambuTx2537	BambuGene87981	Brain - Putamen (basal ganglia)	0
BambuTx2537	BambuGene87981	Cells - Cultured fibroblasts	0
BambuTx2537	BambuGene87981	Heart - Atrial Appendage	0
BambuTx2537	BambuGene87981	Heart - Left Ventricle	0
BambuTx2537	BambuGene87981	Liver	0
BambuTx2537	BambuGene87981	Lung	0
BambuTx2537	BambuGene87981	Muscle - Skeletal	0
BambuTx2538	BambuGene99438	Brain - Cerebellar Hemisphere	101
BambuTx2538	BambuGene99438	Brain - Frontal Cortex (BA9)	27
BambuTx2538	BambuGene99438	Brain - Putamen (basal ganglia)	0
BambuTx2538	BambuGene99438	Cells - Cultured fibroblasts	130
BambuTx2538	BambuGene99438	Heart - Atrial Appendage	46
BambuTx2538	BambuGene99438	Heart - Left Ventricle	1
BambuTx2538	BambuGene99438	Liver	74
BambuTx2538	BambuGene99438	Lung	117
BambuTx2538	BambuGene99438	Muscle - Skeletal	69
BambuTx2539	BambuGene100055	Brain - Cerebellar Hemisphere	0
BambuTx2539	BambuGene100055	Brain - Frontal Cortex (BA9)	0
BambuTx2539	BambuGene100055	Brain - Putamen (basal ganglia)	0
BambuTx2539	BambuGene100055	Cells - Cultured fibroblasts	0
BambuTx2539	BambuGene100055	Heart - Atrial Appendage	0
BambuTx2539	BambuGene100055	Heart - Left Ventricle	0
BambuTx2539	BambuGene100055	Liver	0
BambuTx2539	BambuGene100055	Lung	0
BambuTx2539	BambuGene100055	Muscle - Skeletal	0
BambuTx254	BambuGene33285	Brain - Cerebellar Hemisphere	1
BambuTx254	BambuGene33285	Brain - Frontal Cortex (BA9)	1
BambuTx254	BambuGene33285	Brain - Putamen (basal ganglia)	0
BambuTx254	BambuGene33285	Cells - Cultured fibroblasts	0
BambuTx254	BambuGene33285	Heart - Atrial Appendage	0
BambuTx254	BambuGene33285	Heart - Left Ventricle	0
BambuTx254	BambuGene33285	Liver	0
BambuTx254	BambuGene33285	Lung	0
BambuTx254	BambuGene33285	Muscle - Skeletal	0
BambuTx2540	BambuGene100716	Brain - Cerebellar Hemisphere	0
BambuTx2540	BambuGene100716	Brain - Frontal Cortex (BA9)	0
BambuTx2540	BambuGene100716	Brain - Putamen (basal ganglia)	0
BambuTx2540	BambuGene100716	Cells - Cultured fibroblasts	0
BambuTx2540	BambuGene100716	Heart - Atrial Appendage	0
BambuTx2540	BambuGene100716	Heart - Left Ventricle	0
BambuTx2540	BambuGene100716	Liver	0
BambuTx2540	BambuGene100716	Lung	0
BambuTx2540	BambuGene100716	Muscle - Skeletal	0
BambuTx2541	ENSG00000261448	Brain - Cerebellar Hemisphere	0
BambuTx2541	ENSG00000261448	Brain - Frontal Cortex (BA9)	0
BambuTx2541	ENSG00000261448	Brain - Putamen (basal ganglia)	0
BambuTx2541	ENSG00000261448	Cells - Cultured fibroblasts	0
BambuTx2541	ENSG00000261448	Heart - Atrial Appendage	0
BambuTx2541	ENSG00000261448	Heart - Left Ventricle	0
BambuTx2541	ENSG00000261448	Liver	0
BambuTx2541	ENSG00000261448	Lung	0
BambuTx2541	ENSG00000261448	Muscle - Skeletal	0
BambuTx2542	BambuGene95269	Brain - Cerebellar Hemisphere	0
BambuTx2542	BambuGene95269	Brain - Frontal Cortex (BA9)	0
BambuTx2542	BambuGene95269	Brain - Putamen (basal ganglia)	0
BambuTx2542	BambuGene95269	Cells - Cultured fibroblasts	0
BambuTx2542	BambuGene95269	Heart - Atrial Appendage	0
BambuTx2542	BambuGene95269	Heart - Left Ventricle	0
BambuTx2542	BambuGene95269	Liver	0
BambuTx2542	BambuGene95269	Lung	0
BambuTx2542	BambuGene95269	Muscle - Skeletal	0
BambuTx2543	ENSG00000284649	Brain - Cerebellar Hemisphere	14
BambuTx2543	ENSG00000284649	Brain - Frontal Cortex (BA9)	3
BambuTx2543	ENSG00000284649	Brain - Putamen (basal ganglia)	0
BambuTx2543	ENSG00000284649	Cells - Cultured fibroblasts	0
BambuTx2543	ENSG00000284649	Heart - Atrial Appendage	2
BambuTx2543	ENSG00000284649	Heart - Left Ventricle	6
BambuTx2543	ENSG00000284649	Liver	1
BambuTx2543	ENSG00000284649	Lung	3
BambuTx2543	ENSG00000284649	Muscle - Skeletal	0
BambuTx2544	ENSG00000238045	Brain - Cerebellar Hemisphere	5
BambuTx2544	ENSG00000238045	Brain - Frontal Cortex (BA9)	10
BambuTx2544	ENSG00000238045	Brain - Putamen (basal ganglia)	1
BambuTx2544	ENSG00000238045	Cells - Cultured fibroblasts	2
BambuTx2544	ENSG00000238045	Heart - Atrial Appendage	1
BambuTx2544	ENSG00000238045	Heart - Left Ventricle	0
BambuTx2544	ENSG00000238045	Liver	0
BambuTx2544	ENSG00000238045	Lung	32
BambuTx2544	ENSG00000238045	Muscle - Skeletal	1
BambuTx2545	BambuGene97123	Brain - Cerebellar Hemisphere	0
BambuTx2545	BambuGene97123	Brain - Frontal Cortex (BA9)	0
BambuTx2545	BambuGene97123	Brain - Putamen (basal ganglia)	0
BambuTx2545	BambuGene97123	Cells - Cultured fibroblasts	0
BambuTx2545	BambuGene97123	Heart - Atrial Appendage	0
BambuTx2545	BambuGene97123	Heart - Left Ventricle	0
BambuTx2545	BambuGene97123	Liver	0
BambuTx2545	BambuGene97123	Lung	0
BambuTx2545	BambuGene97123	Muscle - Skeletal	0
BambuTx2546	ENSG00000259804	Brain - Cerebellar Hemisphere	14
BambuTx2546	ENSG00000259804	Brain - Frontal Cortex (BA9)	1
BambuTx2546	ENSG00000259804	Brain - Putamen (basal ganglia)	3
BambuTx2546	ENSG00000259804	Cells - Cultured fibroblasts	3
BambuTx2546	ENSG00000259804	Heart - Atrial Appendage	0
BambuTx2546	ENSG00000259804	Heart - Left Ventricle	1
BambuTx2546	ENSG00000259804	Liver	1
BambuTx2546	ENSG00000259804	Lung	7
BambuTx2546	ENSG00000259804	Muscle - Skeletal	2
BambuTx2547	BambuGene97528	Brain - Cerebellar Hemisphere	0
BambuTx2547	BambuGene97528	Brain - Frontal Cortex (BA9)	0
BambuTx2547	BambuGene97528	Brain - Putamen (basal ganglia)	0
BambuTx2547	BambuGene97528	Cells - Cultured fibroblasts	0
BambuTx2547	BambuGene97528	Heart - Atrial Appendage	0
BambuTx2547	BambuGene97528	Heart - Left Ventricle	0
BambuTx2547	BambuGene97528	Liver	0
BambuTx2547	BambuGene97528	Lung	0
BambuTx2547	BambuGene97528	Muscle - Skeletal	0
BambuTx2548	BambuGene104696	Brain - Cerebellar Hemisphere	0
BambuTx2548	BambuGene104696	Brain - Frontal Cortex (BA9)	0
BambuTx2548	BambuGene104696	Brain - Putamen (basal ganglia)	0
BambuTx2548	BambuGene104696	Cells - Cultured fibroblasts	0
BambuTx2548	BambuGene104696	Heart - Atrial Appendage	0
BambuTx2548	BambuGene104696	Heart - Left Ventricle	0
BambuTx2548	BambuGene104696	Liver	0
BambuTx2548	BambuGene104696	Lung	0
BambuTx2548	BambuGene104696	Muscle - Skeletal	0
BambuTx2549	BambuGene98912	Brain - Cerebellar Hemisphere	0
BambuTx2549	BambuGene98912	Brain - Frontal Cortex (BA9)	0
BambuTx2549	BambuGene98912	Brain - Putamen (basal ganglia)	0
BambuTx2549	BambuGene98912	Cells - Cultured fibroblasts	0
BambuTx2549	BambuGene98912	Heart - Atrial Appendage	0
BambuTx2549	BambuGene98912	Heart - Left Ventricle	0
BambuTx2549	BambuGene98912	Liver	0
BambuTx2549	BambuGene98912	Lung	0
BambuTx2549	BambuGene98912	Muscle - Skeletal	0
BambuTx255	BambuGene40501	Brain - Cerebellar Hemisphere	0
BambuTx255	BambuGene40501	Brain - Frontal Cortex (BA9)	0
BambuTx255	BambuGene40501	Brain - Putamen (basal ganglia)	0
BambuTx255	BambuGene40501	Cells - Cultured fibroblasts	0
BambuTx255	BambuGene40501	Heart - Atrial Appendage	0
BambuTx255	BambuGene40501	Heart - Left Ventricle	0
BambuTx255	BambuGene40501	Liver	0
BambuTx255	BambuGene40501	Lung	0
BambuTx255	BambuGene40501	Muscle - Skeletal	0
BambuTx2550	BambuGene105903	Brain - Cerebellar Hemisphere	0
BambuTx2550	BambuGene105903	Brain - Frontal Cortex (BA9)	0
BambuTx2550	BambuGene105903	Brain - Putamen (basal ganglia)	0
BambuTx2550	BambuGene105903	Cells - Cultured fibroblasts	0
BambuTx2550	BambuGene105903	Heart - Atrial Appendage	0
BambuTx2550	BambuGene105903	Heart - Left Ventricle	0
BambuTx2550	BambuGene105903	Liver	0
BambuTx2550	BambuGene105903	Lung	1
BambuTx2550	BambuGene105903	Muscle - Skeletal	0
BambuTx2551	BambuGene114006	Brain - Cerebellar Hemisphere	3
BambuTx2551	BambuGene114006	Brain - Frontal Cortex (BA9)	0
BambuTx2551	BambuGene114006	Brain - Putamen (basal ganglia)	0
BambuTx2551	BambuGene114006	Cells - Cultured fibroblasts	1
BambuTx2551	BambuGene114006	Heart - Atrial Appendage	0
BambuTx2551	BambuGene114006	Heart - Left Ventricle	0
BambuTx2551	BambuGene114006	Liver	0
BambuTx2551	BambuGene114006	Lung	0
BambuTx2551	BambuGene114006	Muscle - Skeletal	0
BambuTx2552	ENSG00000204952	Brain - Cerebellar Hemisphere	0
BambuTx2552	ENSG00000204952	Brain - Frontal Cortex (BA9)	0
BambuTx2552	ENSG00000204952	Brain - Putamen (basal ganglia)	0
BambuTx2552	ENSG00000204952	Cells - Cultured fibroblasts	1
BambuTx2552	ENSG00000204952	Heart - Atrial Appendage	1
BambuTx2552	ENSG00000204952	Heart - Left Ventricle	0
BambuTx2552	ENSG00000204952	Liver	0
BambuTx2552	ENSG00000204952	Lung	0
BambuTx2552	ENSG00000204952	Muscle - Skeletal	0
BambuTx2553	BambuGene116386	Brain - Cerebellar Hemisphere	5
BambuTx2553	BambuGene116386	Brain - Frontal Cortex (BA9)	3
BambuTx2553	BambuGene116386	Brain - Putamen (basal ganglia)	3
BambuTx2553	BambuGene116386	Cells - Cultured fibroblasts	5
BambuTx2553	BambuGene116386	Heart - Atrial Appendage	6
BambuTx2553	BambuGene116386	Heart - Left Ventricle	2
BambuTx2553	BambuGene116386	Liver	4
BambuTx2553	BambuGene116386	Lung	6
BambuTx2553	BambuGene116386	Muscle - Skeletal	22
BambuTx2554	BambuGene116776	Brain - Cerebellar Hemisphere	0
BambuTx2554	BambuGene116776	Brain - Frontal Cortex (BA9)	0
BambuTx2554	BambuGene116776	Brain - Putamen (basal ganglia)	0
BambuTx2554	BambuGene116776	Cells - Cultured fibroblasts	0
BambuTx2554	BambuGene116776	Heart - Atrial Appendage	0
BambuTx2554	BambuGene116776	Heart - Left Ventricle	0
BambuTx2554	BambuGene116776	Liver	0
BambuTx2554	BambuGene116776	Lung	0
BambuTx2554	BambuGene116776	Muscle - Skeletal	0
BambuTx2555	BambuGene118748	Brain - Cerebellar Hemisphere	0
BambuTx2555	BambuGene118748	Brain - Frontal Cortex (BA9)	0
BambuTx2555	BambuGene118748	Brain - Putamen (basal ganglia)	0
BambuTx2555	BambuGene118748	Cells - Cultured fibroblasts	0
BambuTx2555	BambuGene118748	Heart - Atrial Appendage	0
BambuTx2555	BambuGene118748	Heart - Left Ventricle	0
BambuTx2555	BambuGene118748	Liver	0
BambuTx2555	BambuGene118748	Lung	0
BambuTx2555	BambuGene118748	Muscle - Skeletal	0
BambuTx2556	ENSG00000237854	Brain - Cerebellar Hemisphere	12
BambuTx2556	ENSG00000237854	Brain - Frontal Cortex (BA9)	5
BambuTx2556	ENSG00000237854	Brain - Putamen (basal ganglia)	2
BambuTx2556	ENSG00000237854	Cells - Cultured fibroblasts	2
BambuTx2556	ENSG00000237854	Heart - Atrial Appendage	1
BambuTx2556	ENSG00000237854	Heart - Left Ventricle	1
BambuTx2556	ENSG00000237854	Liver	0
BambuTx2556	ENSG00000237854	Lung	2
BambuTx2556	ENSG00000237854	Muscle - Skeletal	2
BambuTx2557	ENSG00000070540	Brain - Cerebellar Hemisphere	23
BambuTx2557	ENSG00000070540	Brain - Frontal Cortex (BA9)	5
BambuTx2557	ENSG00000070540	Brain - Putamen (basal ganglia)	2
BambuTx2557	ENSG00000070540	Cells - Cultured fibroblasts	174
BambuTx2557	ENSG00000070540	Heart - Atrial Appendage	53
BambuTx2557	ENSG00000070540	Heart - Left Ventricle	80
BambuTx2557	ENSG00000070540	Liver	9
BambuTx2557	ENSG00000070540	Lung	31
BambuTx2557	ENSG00000070540	Muscle - Skeletal	185
BambuTx2558	BambuGene111913	Brain - Cerebellar Hemisphere	0
BambuTx2558	BambuGene111913	Brain - Frontal Cortex (BA9)	0
BambuTx2558	BambuGene111913	Brain - Putamen (basal ganglia)	0
BambuTx2558	BambuGene111913	Cells - Cultured fibroblasts	0
BambuTx2558	BambuGene111913	Heart - Atrial Appendage	0
BambuTx2558	BambuGene111913	Heart - Left Ventricle	0
BambuTx2558	BambuGene111913	Liver	0
BambuTx2558	BambuGene111913	Lung	0
BambuTx2558	BambuGene111913	Muscle - Skeletal	0
BambuTx2559	BambuGene119244	Brain - Cerebellar Hemisphere	0
BambuTx2559	BambuGene119244	Brain - Frontal Cortex (BA9)	0
BambuTx2559	BambuGene119244	Brain - Putamen (basal ganglia)	0
BambuTx2559	BambuGene119244	Cells - Cultured fibroblasts	0
BambuTx2559	BambuGene119244	Heart - Atrial Appendage	0
BambuTx2559	BambuGene119244	Heart - Left Ventricle	0
BambuTx2559	BambuGene119244	Liver	0
BambuTx2559	BambuGene119244	Lung	0
BambuTx2559	BambuGene119244	Muscle - Skeletal	0
BambuTx256	BambuGene33379	Brain - Cerebellar Hemisphere	0
BambuTx256	BambuGene33379	Brain - Frontal Cortex (BA9)	0
BambuTx256	BambuGene33379	Brain - Putamen (basal ganglia)	0
BambuTx256	BambuGene33379	Cells - Cultured fibroblasts	0
BambuTx256	BambuGene33379	Heart - Atrial Appendage	0
BambuTx256	BambuGene33379	Heart - Left Ventricle	0
BambuTx256	BambuGene33379	Liver	0
BambuTx256	BambuGene33379	Lung	0
BambuTx256	BambuGene33379	Muscle - Skeletal	0
BambuTx2560	BambuGene119747	Brain - Cerebellar Hemisphere	0
BambuTx2560	BambuGene119747	Brain - Frontal Cortex (BA9)	0
BambuTx2560	BambuGene119747	Brain - Putamen (basal ganglia)	0
BambuTx2560	BambuGene119747	Cells - Cultured fibroblasts	0
BambuTx2560	BambuGene119747	Heart - Atrial Appendage	0
BambuTx2560	BambuGene119747	Heart - Left Ventricle	0
BambuTx2560	BambuGene119747	Liver	0
BambuTx2560	BambuGene119747	Lung	0
BambuTx2560	BambuGene119747	Muscle - Skeletal	0
BambuTx2561	BambuGene119850	Brain - Cerebellar Hemisphere	0
BambuTx2561	BambuGene119850	Brain - Frontal Cortex (BA9)	0
BambuTx2561	BambuGene119850	Brain - Putamen (basal ganglia)	0
BambuTx2561	BambuGene119850	Cells - Cultured fibroblasts	0
BambuTx2561	BambuGene119850	Heart - Atrial Appendage	0
BambuTx2561	BambuGene119850	Heart - Left Ventricle	0
BambuTx2561	BambuGene119850	Liver	0
BambuTx2561	BambuGene119850	Lung	0
BambuTx2561	BambuGene119850	Muscle - Skeletal	0
BambuTx2562	ENSG00000266970	Brain - Cerebellar Hemisphere	1
BambuTx2562	ENSG00000266970	Brain - Frontal Cortex (BA9)	0
BambuTx2562	ENSG00000266970	Brain - Putamen (basal ganglia)	4
BambuTx2562	ENSG00000266970	Cells - Cultured fibroblasts	1
BambuTx2562	ENSG00000266970	Heart - Atrial Appendage	6
BambuTx2562	ENSG00000266970	Heart - Left Ventricle	0
BambuTx2562	ENSG00000266970	Liver	4
BambuTx2562	ENSG00000266970	Lung	20
BambuTx2562	ENSG00000266970	Muscle - Skeletal	7
BambuTx2563	BambuGene120115	Brain - Cerebellar Hemisphere	0
BambuTx2563	BambuGene120115	Brain - Frontal Cortex (BA9)	0
BambuTx2563	BambuGene120115	Brain - Putamen (basal ganglia)	0
BambuTx2563	BambuGene120115	Cells - Cultured fibroblasts	0
BambuTx2563	BambuGene120115	Heart - Atrial Appendage	0
BambuTx2563	BambuGene120115	Heart - Left Ventricle	0
BambuTx2563	BambuGene120115	Liver	0
BambuTx2563	BambuGene120115	Lung	0
BambuTx2563	BambuGene120115	Muscle - Skeletal	0
BambuTx2564	BambuGene120974	Brain - Cerebellar Hemisphere	1
BambuTx2564	BambuGene120974	Brain - Frontal Cortex (BA9)	0
BambuTx2564	BambuGene120974	Brain - Putamen (basal ganglia)	0
BambuTx2564	BambuGene120974	Cells - Cultured fibroblasts	0
BambuTx2564	BambuGene120974	Heart - Atrial Appendage	0
BambuTx2564	BambuGene120974	Heart - Left Ventricle	0
BambuTx2564	BambuGene120974	Liver	0
BambuTx2564	BambuGene120974	Lung	0
BambuTx2564	BambuGene120974	Muscle - Skeletal	0
BambuTx2565	BambuGene122729	Brain - Cerebellar Hemisphere	0
BambuTx2565	BambuGene122729	Brain - Frontal Cortex (BA9)	0
BambuTx2565	BambuGene122729	Brain - Putamen (basal ganglia)	0
BambuTx2565	BambuGene122729	Cells - Cultured fibroblasts	0
BambuTx2565	BambuGene122729	Heart - Atrial Appendage	0
BambuTx2565	BambuGene122729	Heart - Left Ventricle	0
BambuTx2565	BambuGene122729	Liver	0
BambuTx2565	BambuGene122729	Lung	0
BambuTx2565	BambuGene122729	Muscle - Skeletal	0
BambuTx2566	BambuGene122829	Brain - Cerebellar Hemisphere	0
BambuTx2566	BambuGene122829	Brain - Frontal Cortex (BA9)	0
BambuTx2566	BambuGene122829	Brain - Putamen (basal ganglia)	0
BambuTx2566	BambuGene122829	Cells - Cultured fibroblasts	0
BambuTx2566	BambuGene122829	Heart - Atrial Appendage	0
BambuTx2566	BambuGene122829	Heart - Left Ventricle	0
BambuTx2566	BambuGene122829	Liver	0
BambuTx2566	BambuGene122829	Lung	0
BambuTx2566	BambuGene122829	Muscle - Skeletal	0
BambuTx2567	BambuGene125810	Brain - Cerebellar Hemisphere	0
BambuTx2567	BambuGene125810	Brain - Frontal Cortex (BA9)	0
BambuTx2567	BambuGene125810	Brain - Putamen (basal ganglia)	0
BambuTx2567	BambuGene125810	Cells - Cultured fibroblasts	0
BambuTx2567	BambuGene125810	Heart - Atrial Appendage	0
BambuTx2567	BambuGene125810	Heart - Left Ventricle	0
BambuTx2567	BambuGene125810	Liver	0
BambuTx2567	BambuGene125810	Lung	0
BambuTx2567	BambuGene125810	Muscle - Skeletal	0
BambuTx2568	BambuGene126184	Brain - Cerebellar Hemisphere	10
BambuTx2568	BambuGene126184	Brain - Frontal Cortex (BA9)	22
BambuTx2568	BambuGene126184	Brain - Putamen (basal ganglia)	0
BambuTx2568	BambuGene126184	Cells - Cultured fibroblasts	1
BambuTx2568	BambuGene126184	Heart - Atrial Appendage	1
BambuTx2568	BambuGene126184	Heart - Left Ventricle	0
BambuTx2568	BambuGene126184	Liver	0
BambuTx2568	BambuGene126184	Lung	0
BambuTx2568	BambuGene126184	Muscle - Skeletal	1
BambuTx2569	BambuGene126326	Brain - Cerebellar Hemisphere	0
BambuTx2569	BambuGene126326	Brain - Frontal Cortex (BA9)	0
BambuTx2569	BambuGene126326	Brain - Putamen (basal ganglia)	0
BambuTx2569	BambuGene126326	Cells - Cultured fibroblasts	6
BambuTx2569	BambuGene126326	Heart - Atrial Appendage	15
BambuTx2569	BambuGene126326	Heart - Left Ventricle	1
BambuTx2569	BambuGene126326	Liver	1
BambuTx2569	BambuGene126326	Lung	3
BambuTx2569	BambuGene126326	Muscle - Skeletal	0
BambuTx257	BambuGene40605	Brain - Cerebellar Hemisphere	4
BambuTx257	BambuGene40605	Brain - Frontal Cortex (BA9)	7
BambuTx257	BambuGene40605	Brain - Putamen (basal ganglia)	6
BambuTx257	BambuGene40605	Cells - Cultured fibroblasts	0
BambuTx257	BambuGene40605	Heart - Atrial Appendage	0
BambuTx257	BambuGene40605	Heart - Left Ventricle	0
BambuTx257	BambuGene40605	Liver	0
BambuTx257	BambuGene40605	Lung	0
BambuTx257	BambuGene40605	Muscle - Skeletal	0
BambuTx2570	ENSG00000268536	Brain - Cerebellar Hemisphere	9
BambuTx2570	ENSG00000268536	Brain - Frontal Cortex (BA9)	1
BambuTx2570	ENSG00000268536	Brain - Putamen (basal ganglia)	0
BambuTx2570	ENSG00000268536	Cells - Cultured fibroblasts	0
BambuTx2570	ENSG00000268536	Heart - Atrial Appendage	0
BambuTx2570	ENSG00000268536	Heart - Left Ventricle	0
BambuTx2570	ENSG00000268536	Liver	0
BambuTx2570	ENSG00000268536	Lung	0
BambuTx2570	ENSG00000268536	Muscle - Skeletal	5
BambuTx2571	BambuGene133172	Brain - Cerebellar Hemisphere	1
BambuTx2571	BambuGene133172	Brain - Frontal Cortex (BA9)	1
BambuTx2571	BambuGene133172	Brain - Putamen (basal ganglia)	0
BambuTx2571	BambuGene133172	Cells - Cultured fibroblasts	0
BambuTx2571	BambuGene133172	Heart - Atrial Appendage	0
BambuTx2571	BambuGene133172	Heart - Left Ventricle	0
BambuTx2571	BambuGene133172	Liver	0
BambuTx2571	BambuGene133172	Lung	1
BambuTx2571	BambuGene133172	Muscle - Skeletal	0
BambuTx2572	ENSG00000290088	Brain - Cerebellar Hemisphere	11
BambuTx2572	ENSG00000290088	Brain - Frontal Cortex (BA9)	33
BambuTx2572	ENSG00000290088	Brain - Putamen (basal ganglia)	3
BambuTx2572	ENSG00000290088	Cells - Cultured fibroblasts	0
BambuTx2572	ENSG00000290088	Heart - Atrial Appendage	0
BambuTx2572	ENSG00000290088	Heart - Left Ventricle	0
BambuTx2572	ENSG00000290088	Liver	0
BambuTx2572	ENSG00000290088	Lung	0
BambuTx2572	ENSG00000290088	Muscle - Skeletal	0
BambuTx2573	ENSG00000267219	Brain - Cerebellar Hemisphere	13
BambuTx2573	ENSG00000267219	Brain - Frontal Cortex (BA9)	6
BambuTx2573	ENSG00000267219	Brain - Putamen (basal ganglia)	3
BambuTx2573	ENSG00000267219	Cells - Cultured fibroblasts	0
BambuTx2573	ENSG00000267219	Heart - Atrial Appendage	0
BambuTx2573	ENSG00000267219	Heart - Left Ventricle	0
BambuTx2573	ENSG00000267219	Liver	0
BambuTx2573	ENSG00000267219	Lung	1
BambuTx2573	ENSG00000267219	Muscle - Skeletal	11
BambuTx2574	ENSG00000267142	Brain - Cerebellar Hemisphere	0
BambuTx2574	ENSG00000267142	Brain - Frontal Cortex (BA9)	0
BambuTx2574	ENSG00000267142	Brain - Putamen (basal ganglia)	0
BambuTx2574	ENSG00000267142	Cells - Cultured fibroblasts	0
BambuTx2574	ENSG00000267142	Heart - Atrial Appendage	0
BambuTx2574	ENSG00000267142	Heart - Left Ventricle	0
BambuTx2574	ENSG00000267142	Liver	0
BambuTx2574	ENSG00000267142	Lung	0
BambuTx2574	ENSG00000267142	Muscle - Skeletal	0
BambuTx2575	BambuGene130476	Brain - Cerebellar Hemisphere	0
BambuTx2575	BambuGene130476	Brain - Frontal Cortex (BA9)	0
BambuTx2575	BambuGene130476	Brain - Putamen (basal ganglia)	0
BambuTx2575	BambuGene130476	Cells - Cultured fibroblasts	0
BambuTx2575	BambuGene130476	Heart - Atrial Appendage	0
BambuTx2575	BambuGene130476	Heart - Left Ventricle	0
BambuTx2575	BambuGene130476	Liver	0
BambuTx2575	BambuGene130476	Lung	0
BambuTx2575	BambuGene130476	Muscle - Skeletal	0
BambuTx2576	ENSG00000204920	Brain - Cerebellar Hemisphere	0
BambuTx2576	ENSG00000204920	Brain - Frontal Cortex (BA9)	1
BambuTx2576	ENSG00000204920	Brain - Putamen (basal ganglia)	1
BambuTx2576	ENSG00000204920	Cells - Cultured fibroblasts	1
BambuTx2576	ENSG00000204920	Heart - Atrial Appendage	4
BambuTx2576	ENSG00000204920	Heart - Left Ventricle	1
BambuTx2576	ENSG00000204920	Liver	0
BambuTx2576	ENSG00000204920	Lung	2
BambuTx2576	ENSG00000204920	Muscle - Skeletal	1
BambuTx2577	ENSG00000287035	Brain - Cerebellar Hemisphere	0
BambuTx2577	ENSG00000287035	Brain - Frontal Cortex (BA9)	0
BambuTx2577	ENSG00000287035	Brain - Putamen (basal ganglia)	0
BambuTx2577	ENSG00000287035	Cells - Cultured fibroblasts	0
BambuTx2577	ENSG00000287035	Heart - Atrial Appendage	0
BambuTx2577	ENSG00000287035	Heart - Left Ventricle	0
BambuTx2577	ENSG00000287035	Liver	0
BambuTx2577	ENSG00000287035	Lung	0
BambuTx2577	ENSG00000287035	Muscle - Skeletal	0
BambuTx2578	ENSG00000178150	Brain - Cerebellar Hemisphere	8
BambuTx2578	ENSG00000178150	Brain - Frontal Cortex (BA9)	2
BambuTx2578	ENSG00000178150	Brain - Putamen (basal ganglia)	3
BambuTx2578	ENSG00000178150	Cells - Cultured fibroblasts	1
BambuTx2578	ENSG00000178150	Heart - Atrial Appendage	1
BambuTx2578	ENSG00000178150	Heart - Left Ventricle	0
BambuTx2578	ENSG00000178150	Liver	0
BambuTx2578	ENSG00000178150	Lung	1
BambuTx2578	ENSG00000178150	Muscle - Skeletal	0
BambuTx2579	ENSG00000126453	Brain - Cerebellar Hemisphere	3
BambuTx2579	ENSG00000126453	Brain - Frontal Cortex (BA9)	1
